style,tpp_id,CropName,GermplasmType,TPPID,TPPShortName,TPPInternalName,Organisation,TPPLead,Status,Scope,BreedingEffort,Tier,BPShortName,BPLongName,BreedingTeam,TeamLead,MSShortName,TPPDescription,Cost,TPPDateCreated,TPPDateLastEdited
,357,Soybean,No Germplasm Type,TPP00239,Soybean SAF IITA TPP00239,-,IITA,Godfree Chigeza,Funded,CGIAR,Category 1: Full,-,Soybean IITA BP00092,Medium/Late Soybean Mid-Altitudes,Midaltitudes,-,Soybean SAF MS00226,Rainfed and Irrigated (few commercial farmers),-,"April 25, 2023","August 26, 2024"
,361,Soybean,No Germplasm Type,TPP00243,Soybean SAF IITA TPP00243,-,IITA,Abush Tesfaye,Funded,CGIAR,Category 4: Late Testing,-,Soybean IITA BP00093,Early Soybean For Lowlands,Lowlands,-,Soybean SAF MS00225,Rainfed & Irrigated (commercial farmers),-,"April 25, 2023","April 25, 2023"
,365,Soybean,No Germplasm Type,TPP00247,Soybean SAF IITA TPP00247,-,IITA,Godfree Chigeza,Funded,CGIAR,Category 1: Full,-,Soybean IITA BP00094,Early Maturing Soybean Mid-Altitudes,Midaltitudes,-,Soybean SAF MS00224,Rainfed & Irrigated (commercial farmers),-,"April 25, 2023","August 26, 2024"
,354,Soybean,No Germplasm Type,TPP00236,Soybean WAF IITA TPP00236,-,IITA,Abush Tesfaye,Funded,CGIAR,Category 1: Full,-,Soybean IITA BP00091,Medium/Late Soybean Lowlands,Lowlands,-,Soybean WAF MS00223,Rainfed,-,"April 25, 2023","April 25, 2023"
,358,Soybean,No Germplasm Type,TPP00240,Soybean WAF IITA TPP00240,-,IITA,Godfree Chigeza,Funded,CGIAR,Category 4: Late Testing,-,Soybean IITA BP00092,Medium/Late Soybean Mid-Altitudes,Midaltitudes,-,Soybean WAF MS00230,Rainfed,-,"April 25, 2023","August 26, 2024"
,362,Soybean,No Germplasm Type,TPP00244,Soybean WAF IITA TPP00244,-,IITA,Abush Tesfaye,Funded,CGIAR,Category 1: Full,-,Soybean IITA BP00093,Early Soybean For Lowlands,Lowlands,-,Soybean WAF MS00219,Rainfed,-,"April 25, 2023","April 25, 2023"
,366,Soybean,No Germplasm Type,TPP00248,Soybean WAF IITA TPP00248,-,IITA,Godfree Chigeza,Funded,CGIAR,Category 4: Late Testing,-,Soybean IITA BP00094,Early Maturing Soybean Mid-Altitudes,Midaltitudes,-,Soybean WAF MS00231,Rainfed,-,"April 25, 2023","August 26, 2024"
,372,Sweetpotato,No Germplasm Type,TPP00380,Sweetpotato EAF CIP TPP00380,-,CIP,Reuben Ssali,Funded,CGIAR,Category 1: Full,-,Sweetpotato CIP BP00124,East Africa OFSP,East Africa,-,Sweetpotato EAF MS00718,"Orange-fleshed sweetpotato (Vit A biofortified) mainly for home consumption, fresh markets, and local processing; OFSP East Africa High virus (SPVD) pressure",-,"April 30, 2024","September 18, 2024"
,373,Sweetpotato,No Germplasm Type,TPP00381,Sweetpotato EAF CIP TPP00381,-,CIP,Reuben Ssali,Funded,CGIAR,Category 2: Early and Late Testing,-,Sweetpotato CIP BP00124,East Africa OFSP,East Africa,-,Sweetpotato EAF MS00721,"Orange-fleshed sweetpotato (Vit A biofortified) mainly for home consumption, fresh markets, and local processing; OFSP East Africa Drought and heat prone",-,"April 30, 2024","May 29, 2025"
,367,Sweetpotato,No Germplasm Type,TPP00382,Sweetpotato EAF CIP TPP00382,-,CIP,Reuben Ssali,Funded,CGIAR,Category 1: Full,-,Sweetpotato CIP BP00053,Sweetpotato East Africa - WFSP,East Africa,-,Sweetpotato EAF MS00719,White sweetpotato for home consumption and fresh markets High virus pressure environments; White East Africa,-,"April 30, 2024","September 18, 2024"
,368,Sweetpotato,No Germplasm Type,TPP00383,Sweetpotato EAF CIP TPP00383,-,CIP,Reuben Ssali,Funded,CGIAR,Category 2: Early and Late Testing,-,Sweetpotato CIP BP00053,Sweetpotato East Africa - WFSP,East Africa,-,Sweetpotato EAF MS00720,White sweetpotato for home consumption and fresh markets Drought and heat prone environments; White East Africa Drought and heat prone environments,-,"April 30, 2024","May 27, 2025"
,371,Sweetpotato,No Germplasm Type,TPP00118,Sweetpotato SAF CIP TPP00118,-,CIP,Reuben Ssali,Funded,CGIAR,Category 2: Early and Late Testing,-,Sweetpotato CIP BP00122,Southern Africa Drought Heat OFSP,Southern Africa,-,Sweetpotato SAF MS00724,"Orange-fleshed sweetpotato (Vit A biofortified) mainly for home consumption, fresh markets, and local processing; Drought prone areas, irrigated and rain-fed, short season: Rainy season (November to April) and winter season (irrigated) (April to September)",-,"April 25, 2023","December 01, 2025"
,369,Sweetpotato,No Germplasm Type,TPP00120,Sweetpotato SAF CIP TPP00120,-,CIP,Godwill Makunde,Funded,CGIAR,Category 2: Early and Late Testing,-,Sweetpotato CIP BP00054,Southern Africa Drought Heat,Southern Africa,-,Sweetpotato SAF MS00725,"White sweetpotato for home consumption and fresh markets; Drought prone areas, irrigated and rain-fed, short season: Rainy season (November to April) and winter season (irrigated) (April to September)",-,"April 25, 2023","July 04, 2025"
,370,Sweetpotato,No Germplasm Type,TPP00123,Sweetpotato WAF CIP TPP00123,-,CIP,Hannele Lindqvist-Kreuze,Funded,CGIAR,Category 4: Late Testing,-,Sweetpotato CIP BP00054,Southern Africa Drought Heat,Southern Africa,-,Sweetpotato WAF MS00728,"White sweetpotato for home consumption and fresh markets - West Africa Savanna and Sahel; Drought prone areas, irrigated and rainfed, short season",-,"April 25, 2023","May 28, 2025"
,377,Taro,No Germplasm Type,TPP00862,Taro ETH EIAR TPP00862,-,EIAR,Tewodros Mulualem,Funded,National,-,-,Taro IITA BP00282,TARO Fresh Market EAF,TARO Fresh Market East Africa,-,Taro EAF MS01239,-,-,"June 16, 2025","February 25, 2026"
,374,Taro,No Germplasm Type,TPP00869,Taro GHA CSIR-CRI TPP00869,-,CSIR-CRI,Ernest Baffi,Funded,National,-,-,Taro IITA BP00280,TARO Fresh Market WAF,TARO West farica,-,Taro WAF MS01072,-,-,"June 18, 2025","February 25, 2026"
,375,Taro,No Germplasm Type,TPP00613,Taro NGA NRCRI TPP00613,-,NRCRI,Chiedozie Egesi,Funded,National,-,-,Taro IITA BP00280,TARO Fresh Market WAF,TARO West farica,-,Taro WAF MS01072,TBD,-,"October 01, 2024","February 25, 2026"
,376,Taro,No Germplasm Type,TPP00614,Taro NGA NRCRI TPP00614,-,NRCRI,Chiedozie Egesi,Funded,National,-,-,Taro IITA BP00281,TARO for Processing WAF,TARO processing for West africa,-,Taro WAF MS01073,TBD,-,"October 01, 2024","February 25, 2026"
,380,Wheat,Durum,TPP00022,Wheat Durum CA CIMMYT TPP00022,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00006,AD-OE-NM,Durum Wheat,-,Wheat Durum CA MS00065,"Durum Wheat Elite lines, Amber, Optimal conditions, Rainfed, Normal, CA",-,"March 27, 2023","September 18, 2024"
,393,Wheat,Durum,TPP00164,Wheat Durum CA ICARDA TPP00164,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Durum ICARDA BP00072,West/Central Asia Drylands,Durum wheat,-,Wheat Durum CA MS00025,"Durum wheat, N, CA, Food processing, Amber, Mid/low altitude drylands, Rainfed, Mid, November to July",-,"April 25, 2023","June 18, 2025"
,383,Wheat,Durum,TPP00025,Wheat Durum EAF CIMMYT TPP00025,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00006,AD-OE-NM,Durum Wheat,-,Wheat Durum EAF MS00067,"Durum Wheat Elite lines, Amber, Optimal conditions, Irrigated, Normal, EAF",-,"March 27, 2023","September 18, 2024"
,386,Wheat,Durum,TPP00028,Wheat Durum EAF CIMMYT TPP00028,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00008,AD-DT-NM + AD-HiR-NM,Durum Wheat,-,Wheat Durum EAF MS00069,"Durum Wheat Elite lines, Amber, Drought prone areas, Rainfed, Normal, EAF",-,"March 27, 2023","September 18, 2024"
,395,Wheat,Durum,TPP00166,Wheat Durum EAF ICARDA TPP00166,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Durum ICARDA BP00074,East Africa Drylands,Durum wheat,-,Wheat Durum EAF MS00027,"Durum wheat, N, EAF, Food processing, Amber, Mid/high altitude drylands, Rainfed, Mid, May to November",-,"April 25, 2023","June 18, 2025"
,382,Wheat,Durum,TPP00024,Wheat Durum LAC CIMMYT TPP00024,-,CIMMYT,Karim Ammar,Funded,CGIAR,Category 4: Late Testing,-,Wheat Durum CIMMYT BP00006,AD-OE-NM,Durum Wheat,-,Wheat Durum LAC MS00068,"Durum Wheat Elite lines, Amber, Optimal conditions, Rainfed, Normal, LA",-,"March 27, 2023","November 20, 2024"
,389,Wheat,Durum,TPP00031,Wheat Durum LAC CIMMYT TPP00031,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00008,AD-DT-NM + AD-HiR-NM,Durum Wheat,-,Wheat Durum LAC MS00072,"Durum Wheat Elite lines, Amber, Drought prone areas, Rainfed, Normal, LA",-,"March 27, 2023","September 18, 2024"
,381,Wheat,Durum,TPP00023,Wheat Durum NAF CIMMYT TPP00023,-,CIMMYT,Karim Ammar,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Durum CIMMYT BP00006,AD-OE-NM,Durum Wheat,-,Wheat Durum NAF MS00066,"Durum Wheat Elite lines, Amber, Optimal conditions, Rainfed, Normal, NAF",-,"March 27, 2023","November 20, 2024"
,385,Wheat,Durum,TPP00027,Wheat Durum NAF CIMMYT TPP00027,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00008,AD-DT-NM + AD-HiR-NM,Durum Wheat,-,Wheat Durum NAF MS00074,"Durum Wheat Elite lines, Amber, High rainfall Rainfed, Normal, NAF",-,"March 27, 2023","November 20, 2024"
,387,Wheat,Durum,TPP00029,Wheat Durum NAF CIMMYT TPP00029,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00008,AD-DT-NM + AD-HiR-NM,Durum Wheat,-,Wheat Durum NAF MS00070,"Durum Wheat Elite lines, Amber, Drought prone areas, Rainfed, Normal, NA",-,"March 27, 2023","September 18, 2024"
,394,Wheat,Durum,TPP00165,Wheat Durum NAF ICARDA TPP00165,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 1: Full,-,Wheat Durum ICARDA BP00073,North Africa Drylands,Durum wheat,-,Wheat Durum NAF MS00026,"Durum wheat, N, NAF, Food processing, Amber, Low altitude drylands, Rainfed, Early, November to June",-,"April 25, 2023","June 18, 2025"
,396,Wheat,Durum,TPP00168,Wheat Durum NAF ICARDA TPP00168,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 1: Full,-,Wheat Durum ICARDA BP00075,-,-,-,Wheat Durum NAF MS00029,"Durum wheat, N, NAF, Food processing, Amber, High altitude cold drylands, Rainfed, Late, October to August",-,"April 25, 2023","June 18, 2025"
,378,Wheat,Durum,TPP00020,Wheat Durum SA CIMMYT TPP00020,-,CIMMYT,Karim Ammar,Funded,CGIAR,Category 4: Late Testing,-,Wheat Durum CIMMYT BP00006,AD-OE-NM,Durum Wheat,-,Wheat Durum SA MS00063,"Durum Wheat Elite lines, Amber, Optimal conditions, Rainfed, Normal, SA",-,"March 27, 2023","November 20, 2024"
,390,Wheat,Durum,TPP00032,Wheat Durum SA CIMMYT TPP00032,-,CIMMYT,Karim Ammar,Funded,CGIAR,Category 1: Full,-,Wheat Durum CIMMYT BP00009,AD-HT-EM,Durum Wheat,-,Wheat Durum SA MS00075,"Durum Wheat Elite lines, Amber, Heat tolerant, Rainfed, Early, SA",-,"March 27, 2023","September 18, 2024"
,391,Wheat,Durum,TPP00167,Wheat Durum SA ICARDA TPP00167,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 1: Full,-,Wheat Durum ICARDA BP00071,South Asia Drylands,Durum wheat,-,Wheat Durum SA MS00028,"Durum wheat, N, SA, Food processing, Amber, Low altitude drylands, Limited irrigation, Mid, October to April",-,"April 25, 2023","September 18, 2024"
,379,Wheat,Durum,TPP00021,Wheat Durum WA CIMMYT TPP00021,-,CIMMYT,Karim Ammar,Funded,CGIAR,Category 1: Full,-,Wheat Durum CIMMYT BP00006,AD-OE-NM,Durum Wheat,-,Wheat Durum WA MS00064,"Durum Wheat Elite lines, Amber, Optimal conditions, Rainfed, Normal, WA",-,"March 27, 2023","November 20, 2024"
,384,Wheat,Durum,TPP00026,Wheat Durum WA CIMMYT TPP00026,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00008,AD-DT-NM + AD-HiR-NM,Durum Wheat,-,Wheat Durum WA MS00073,"Durum Wheat Elite lines, Amber, High rainfall Rainfed, Normal, WA",-,"March 27, 2023","November 20, 2024"
,388,Wheat,Durum,TPP00030,Wheat Durum WA CIMMYT TPP00030,-,CIMMYT,Karim Ammar,Funded,CGIAR,-,-,Wheat Durum CIMMYT BP00008,AD-DT-NM + AD-HiR-NM,Durum Wheat,-,Wheat Durum WA MS00071,"Durum Wheat Elite lines, Amber, Drought prone areas, Rainfed, Normal, WA",-,"March 27, 2023","September 18, 2024"
,392,Wheat,Durum,TPP00163,Wheat Durum WA ICARDA TPP00163,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 1: Full,-,Wheat Durum ICARDA BP00072,West/Central Asia Drylands,Durum wheat,-,Wheat Durum WA MS00071,"Durum wheat, N, WA, Food processing, Amber, Mid/low altitude drylands, Rainfed, Mid, November to July",-,"April 25, 2023","June 18, 2025"
,397,Wheat,Durum,TPP00169,Wheat Durum WA ICARDA TPP00169,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 4: Late Testing,-,Wheat Durum ICARDA BP00075,-,-,-,Wheat Durum WA MS00030,"Durum wheat, N, WA, Food processing, Amber, High altitude cold drylands, Rainfed, Late, October to August",-,"April 25, 2023","September 18, 2024"
,398,Wheat,Durum,TPP00170,Wheat Durum WAF ICARDA TPP00170,-,ICARDA,Filippo Bassi,Funded,CGIAR,Category 1: Full,-,Wheat Durum ICARDA BP00076,West Africa Savannas,Durum wheat,-,Wheat Durum WAF MS00031,"Durum wheat, N, WAF, Food processing, Amber, Low altitude savannah, Irrigated, Early, December to March",-,"April 25, 2023","September 18, 2024"
,408,Wheat,Spring,TPP00010,Wheat Spring CA CIMMYT TPP00010,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Spring CIMMYT BP00003,HW-DT-NM,Spring Wheat,-,Wheat Spring CA MS00708,"Spring Wheat Elite lines, White , Drought prone environments Rainfed, Normal, CA",-,"March 27, 2023","November 08, 2024"
,403,Wheat,Spring,TPP00692,Wheat Spring CA CIMMYT TPP00692,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring CIMMYT BP00001,HW-OE-NM&HW-HT-NM,Spring Wheat,-,Wheat Spring CA MS00707,-,-,"November 08, 2024","November 08, 2024"
,424,Wheat,Spring,TPP00161,Wheat Spring CA ICARDA TPP00161,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring ICARDA BP00070,Heat Tolerant Wheat,Spring wheat,-,Wheat Spring CA MS00708,"Spring wheat, N, CA, Food processing, White, Drylands, Rainfed, Mid, November to June",-,"April 25, 2023","October 06, 2025"
,416,Wheat,Spring,TPP00011,Wheat Spring EAF CIMMYT TPP00011,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,-,-,Wheat Spring CIMMYT BP00005,HR-HiR-NM&HW/R-HiR-NM,Spring Wheat,-,Wheat Spring EAF MS00701,"Spring Wheat Elite lines, White, Drought prone environments, Rainfed, Normal, EAF",-,"March 27, 2023","November 13, 2024"
,414,Wheat,Spring,TPP00015,Wheat Spring EAF CIMMYT TPP00015,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 1: Full,-,Wheat Spring CIMMYT BP00005,HR-HiR-NM&HW/R-HiR-NM,Spring Wheat,-,Wheat Spring EAF MS00700,"Spring Wheat Elite lines, White, High rainfall, Rainfed, Normal, EAF",-,"March 27, 2023","November 08, 2024"
,418,Wheat,Spring,TPP00155,Wheat Spring EAF ICARDA TPP00155,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 1: Full,-,Wheat Spring ICARDA BP00069,Rainfed Wheat,Spring wheat,-,Wheat Spring EAF MS00701,"Spring wheat, N, EAF, Food processing, White, Dryland highlands, Rainfed, Early/mid, July -November",-,"April 25, 2023","October 06, 2025"
,420,Wheat,Spring,TPP00157,Wheat Spring EAF ICARDA TPP00157,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Spring ICARDA BP00070,Heat Tolerant Wheat,Spring wheat,-,Wheat Spring EAF MS00700,"Spring wheat, N, EAF, Food processing, White, Drylands, Rainfed, Early/mid, November to April",-,"April 25, 2023","October 06, 2025"
,401,Wheat,Spring,TPP00004,Wheat Spring LAC CIMMYT TPP00004,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring CIMMYT BP00001,HW-OE-NM&HW-HT-NM,Spring Wheat,-,Wheat Spring LAC MS00044,"Spring Wheat Elite lines, White, Optimal environments, Rainfed, Normal, LA",-,"March 27, 2023","November 14, 2024"
,405,Wheat,Spring,TPP00007,Wheat Spring LAC CIMMYT TPP00007,-,CIMMYT,Velu Govindan,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring CIMMYT BP00002,HW-HT-EM,Spring Wheat,-,Wheat Spring LAC MS00048,"Spring Wheat Elite lines, White, High temperature environments, Rainfed, Early, LA",-,"March 27, 2023","October 31, 2025"
,415,Wheat,Spring,TPP00019,Wheat Spring LAC CIMMYT TPP00019,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,-,-,Wheat Spring CIMMYT BP00005,HR-HiR-NM&HW/R-HiR-NM,Spring Wheat,-,Wheat Spring LAC MS00060,"Spring Wheat Elite lines, White/Red ,High rainfall, Rainfed, Normal, LA",-,"March 27, 2023","November 14, 2024"
,411,Wheat,Spring,TPP00697,Wheat Spring LAC CIMMYT TPP00697,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Spring CIMMYT BP00003,HW-DT-NM,Spring Wheat,-,Wheat Spring LAC MS00054,-,-,"November 08, 2024","November 08, 2024"
,400,Wheat,Spring,TPP00002,Wheat Spring NAF CIMMYT TPP00002,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Spring CIMMYT BP00001,HW-OE-NM&HW-HT-NM,Spring Wheat,-,Wheat Spring NAF MS00706,"Spring Wheat Elite lines, White, Optimum environments, Rainfed, Normal, NAF",-,"March 27, 2023","November 08, 2024"
,407,Wheat,Spring,TPP00009,Wheat Spring NAF CIMMYT TPP00009,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Spring CIMMYT BP00003,HW-DT-NM,Spring Wheat,-,Wheat Spring NAF MS00705,"Spring Wheat Elite lines, White , Drought prone environments, Rainfed, Normal, NAF",-,"March 27, 2023","November 08, 2024"
,417,Wheat,Spring,TPP00154,Wheat Spring NAF ICARDA TPP00154,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 1: Full,-,Wheat Spring ICARDA BP00069,Rainfed Wheat,Spring wheat,-,Wheat Spring NAF MS00706,"Spring wheat, N, NAF, Food processing, White, Drylands Drought prone area, Rainfed, Early/medium, November to June",-,"April 25, 2023","October 06, 2025"
,423,Wheat,Spring,TPP00160,Wheat Spring NAF ICARDA TPP00160,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 1: Full,-,Wheat Spring ICARDA BP00070,Heat Tolerant Wheat,Spring wheat,-,Wheat Spring NAF MS00705,"Spring wheat, N, NAF, Food processing, White, Drylands, Heat tolerant, Rainfed, Early/mid, November to April",-,"April 25, 2023","October 06, 2025"
,399,Wheat,Spring,TPP00001,Wheat Spring SA CIMMYT TPP00001,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 1: Full,-,Wheat Spring CIMMYT BP00001,HW-OE-NM&HW-HT-NM,Spring Wheat,-,Wheat Spring SA MS00709,"Spring Wheat Elite lines, White, Optimum environments, Irrigated, Mid, SA",-,"March 27, 2023","November 12, 2024"
,404,Wheat,Spring,TPP00006,Wheat Spring SA CIMMYT TPP00006,-,CIMMYT,Velu Govindan,Funded,CGIAR,Category 1: Full,-,Wheat Spring CIMMYT BP00002,HW-HT-EM,Spring Wheat,-,Wheat Spring SA MS00711,"Spring Wheat Elite lines, White, High temperature environments, Rainfed, Early, SA",-,"March 27, 2023","October 31, 2025"
,406,Wheat,Spring,TPP00008,Wheat Spring SA CIMMYT TPP00008,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 2: Early and Late Testing,-,Wheat Spring CIMMYT BP00003,HW-DT-NM,Spring Wheat,-,Wheat Spring SA MS00710,"Spring Wheat Elite lines, White, Drought prone areas, Rainfed, Normal, SA",-,"March 27, 2023","November 08, 2024"
,413,Wheat,Spring,TPP00013,Wheat Spring SA CIMMYT TPP00013,-,CIMMYT,Velu Govindan,Funded,CGIAR,Category 1: Full,-,Wheat Spring CIMMYT BP00004,HW-DT-EM,Spring Wheat,-,Wheat Spring SA MS01032,"Spring Wheat Elite lines, White, Drought prone environments, Rainfed, Early, SA",-,"March 27, 2023","October 31, 2025"
,412,Wheat,Spring,TPP00693,Wheat Spring SA CIMMYT TPP00693,-,CIMMYT,Velu Govindan,Funded,CGIAR,Category 1: Full,-,Wheat Spring CIMMYT BP00004,HW-DT-EM,Spring Wheat,-,Wheat Spring SA MS01031,"Spring Wheat Elite lines, White, Optimum environments, Irrigated, Early, SA",-,"November 08, 2024","October 31, 2025"
,425,Wheat,Spring,TPP00162,Wheat Spring SA ICARDA TPP00162,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring ICARDA BP00070,Heat Tolerant Wheat,Spring wheat,-,Wheat Spring SA MS01032,"Spring wheat, N, SA, Food processing, White, Drylands, Rainfed, Mid, November to June",-,"April 25, 2023","October 06, 2025"
,410,Wheat,Spring,TPP00690,Wheat Spring SAF CIMMYT TPP00690,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring CIMMYT BP00003,HW-DT-NM,Spring Wheat,-,Wheat Spring SAF MS00703,-,-,"November 08, 2024","October 31, 2025"
,421,Wheat,Spring,TPP00158,Wheat Spring SAF ICARDA TPP00158,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring ICARDA BP00070,Heat Tolerant Wheat,Spring wheat,-,Wheat Spring SAF MS00703,"Spring wheat, N, SAF, Food processing, White, Drylands, Rainfed, Early/mid, November to April",-,"April 25, 2023","October 06, 2025"
,409,Wheat,Spring,TPP00012,Wheat Spring WA CIMMYT TPP00012,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,Category 1: Full,-,Wheat Spring CIMMYT BP00003,HW-DT-NM,Spring Wheat,-,Wheat Spring WA MS00715,"Spring Wheat Elite lines, White , Drought prone environments, Rainfed, Normal, WA",-,"March 27, 2023","November 08, 2024"
,402,Wheat,Spring,TPP00696,Wheat Spring WA CIMMYT TPP00696,-,CIMMYT,Leonardo Crespo Herrera,Funded,CGIAR,-,-,Wheat Spring CIMMYT BP00001,HW-OE-NM&HW-HT-NM,Spring Wheat,-,Wheat Spring WA MS00714,-,-,"November 08, 2024","November 14, 2024"
,419,Wheat,Spring,TPP00156,Wheat Spring WA ICARDA TPP00156,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 1: Full,-,Wheat Spring ICARDA BP00069,Rainfed Wheat,Spring wheat,-,Wheat Spring WA MS00715,"Spring wheat, N, WA, Food processing, White, Drylands, Rainfed, Early/mid, November to June",-,"April 25, 2023","October 06, 2025"
,422,Wheat,Spring,TPP00159,Wheat Spring WAF ICARDA TPP00159,-,ICARDA,Wuletaw Tadesse Degu,Funded,CGIAR,Category 4: Late Testing,-,Wheat Spring ICARDA BP00070,Heat Tolerant Wheat,Spring wheat,-,Wheat Spring WAF MS00712,"Spring wheat, N, WAF, Food processing, White, Drylands, Heat tolerant, Early/mid, November to April",-,"April 25, 2023","October 06, 2025"
,427,Wheat,Winter,TPP00034,Wheat Winter CA CIMMYT-ICARDA TPP00034,-,CIMMYT-ICARDA,Beyhan Akin,Funded,CGIAR,Category 4: Late Testing,-,Wheat Winter CIMMYT-ICARDA BP00010,HWW-CTI-NM,Winter Wheat,-,Wheat Winter CA MS00039,"Winter Wheat Elite lines, Red, Cold tolerant, Irrigated, Normal, CA",-,"March 27, 2023","October 11, 2024"
,430,Wheat,Winter,TPP00037,Wheat Winter CA CIMMYT-ICARDA TPP00037,-,CIMMYT-ICARDA,Beyhan Akin,Funded,CGIAR,Category 4: Late Testing,-,Wheat Winter CIMMYT-ICARDA BP00011,HWW-CDT-NM,Winter Wheat,-,Wheat Winter CA MS00078,"Winter Wheat Elite lines, White, Cold & drought tolerant, Rainfed??, Normal, CA",-,"March 27, 2023","October 11, 2024"
,429,Wheat,Winter,TPP00036,Wheat Winter NAF CIMMYT-ICARDA TPP00036,-,CIMMYT-ICARDA,Beyhan Akin,Funded,CGIAR,Category 4: Late Testing,-,Wheat Winter CIMMYT-ICARDA BP00011,HWW-CDT-NM,Winter Wheat,-,Wheat Winter NAF MS00077,"Winter Wheat Elite lines, Red, Cold & drought tolerant, Rainfed??, Normal, NAF",-,"March 27, 2023","October 11, 2024"
,426,Wheat,Winter,TPP00033,Wheat Winter WA CIMMYT-ICARDA TPP00033,-,CIMMYT-ICARDA,Beyhan Akin,Funded,CGIAR,Category 1: Full,-,Wheat Winter CIMMYT-ICARDA BP00010,HWW-CTI-NM,Winter Wheat,-,Wheat Winter WA MS00038,"Winter Wheat Elite lines, White & Red, Cold tolerant, Irrigated, Normal, WA",-,"March 27, 2023","October 11, 2024"
,428,Wheat,Winter,TPP00035,Wheat Winter WA CIMMYT-ICARDA TPP00035,-,CIMMYT-ICARDA,Beyhan Akin,Funded,CGIAR,Category 1: Full,-,Wheat Winter CIMMYT-ICARDA BP00011,HWW-CDT-NM,Winter Wheat,-,Wheat Winter WA MS00076,"Winter Wheat Elite lines, White & Red, Cold & drought tolerant, Rainfed?, Normal, WA",-,"March 27, 2023","October 11, 2024"
,431,Yam,Water,TPP00251,Yam Water WAF IITA TPP00251,-,IITA,Asrat Amele,Funded,CGIAR,Category 1: Full,-,Yam Water IITA BP00096,Water Yam For West Africa,Yam,-,Yam Water WAF MS00013,Greater (water) yam with anthracnose resistance adapted to humid and derived savannah suitable processed markets,-,"April 25, 2023","May 07, 2025"
,432,Yam,White,TPP00249,Yam White WAF IITA TPP00249,-,IITA,Asrat Amele,Funded,CGIAR,Category 1: Full,-,Yam White IITA BP00095,White Yam For West Africa,Yam,-,Yam White WAF MS00012,Intermediate/late maturity white yam adapted to humid forest and derived Guinea Savannah suitable for fresh tuber market,-,"April 25, 2023","September 26, 2024"
