style,tpp_id,CropName,GermplasmType,TPPID,TPPShortName,TPPInternalName,Organisation,TPPLead,Status,Scope,BreedingEffort,Tier,BPShortName,BPLongName,BreedingTeam,TeamLead,MSShortName,TPPDescription,Cost,TPPDateCreated,TPPDateLastEdited
dt-active,20,Bambara groundnut,No Germplasm Type,TPP00892,Bambara groundnut WAF IITA TPP00892,-,IITA,Dean Muungani,Funded,CGIAR,-,-,Bambara groundnut IITA BP00278,Early Maturing,Bambara,-,Bambara groundnut WAF MS01159,-,-,"August 04, 2025","February 24, 2026"
,21,Bambara groundnut,No Germplasm Type,TPP00893,Bambara groundnut WAF IITA TPP00893,-,IITA,Dean Muungani,Funded,CGIAR,-,-,Bambara groundnut IITA BP00279,Late maturing,Bambara groundnut,-,Bambara groundnut WAF MS01160,-,-,"August 04, 2025","February 24, 2026"
,22,Banana,Matooke,TPP00307,Banana Matooke EAF IITA TPP00307,-,IITA,Michael Batte,Funded,CGIAR,Category 1: Full,-,Banana Matooke IITA BP00080,Matooke Banana,Banana,-,Banana Matooke EAF MS00921,Matooke Banana for East Africa,-,"December 14, 2023","September 17, 2024"
,23,Banana,Plantain,TPP00180,Banana Plantain WAF IITA TPP00180,-,IITA,Moses Nyine,Funded,CGIAR,Category 1: Full,-,Banana Plantain IITA BP00083,Plantain,Plantain,-,Banana Plantain WAF MS00010,"Plantain for the fresh market in the humid lowlands of West Africa with resistance to weevils, nematodes, and Sigatoka disease",-,"April 25, 2023","July 09, 2025"
,26,Barley,No Germplasm Type,TPP00136,Barley CA ICARDA TPP00136,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 4: Late Testing,-,Barley ICARDA BP00060,"Feed, Semi-Arid",Barley,-,Barley CA MS00257,"Barley, Feed, Amber-hulled, Semi arid/arid, Rainfed, Early, CA",-,"April 25, 2023","September 17, 2024"
,32,Barley,No Germplasm Type,TPP00141,Barley CA ICARDA TPP00141,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 4: Late Testing,-,Barley ICARDA BP00062,Food And Feed,Barley,-,Barley CA MS00262,"Barley, Food/feed, Amber-hulless, Semi arid/arid, Rainfed, Early, CA",-,"April 25, 2023","September 17, 2024"
,36,Barley,No Germplasm Type,TPP00145,Barley CA ICARDA TPP00145,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 4: Late Testing,-,Barley ICARDA BP00063,Malt And Feed,Barley,-,Barley CA MS00266,"Barley, Malting/feed, Amber-hulled, Optimum, Rainfed, Early, CA",-,"April 25, 2023","September 17, 2024"
,34,Barley,No Germplasm Type,TPP00143,Barley EAF ICARDA TPP00143,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 2: Early and Late Testing,-,Barley ICARDA BP00062,Food And Feed,Barley,-,Barley EAF MS00264,"Barley, Food/feed, Amber-hulled/hulless, Optimum, Rainfed, Early, EAF",-,"April 25, 2023","June 18, 2025"
,35,Barley,No Germplasm Type,TPP00144,Barley EAF ICARDA TPP00144,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 2: Early and Late Testing,-,Barley ICARDA BP00063,Malt And Feed,Barley,-,Barley EAF MS00265,"Barley, Malting/feed, Amber-hulled, Optimum, Rainfed, Early, EAF",-,"April 25, 2023","June 18, 2025"
,24,Barley,No Germplasm Type,TPP00134,Barley NAF ICARDA TPP00134,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 1: Full,-,Barley ICARDA BP00060,"Feed, Semi-Arid",Barley,-,Barley NAF MS00255,"Barley, Feed, Amber-hulled, Semi arid/arid, Rainfed, Early, November-June, NAF",-,"April 25, 2023","September 17, 2024"
,27,Barley,No Germplasm Type,TPP00137,Barley NAF ICARDA TPP00137,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 1: Full,-,Barley ICARDA BP00061,"Feed And Forage, Favorable",Barley,-,Barley NAF MS00258,"Barley, Feed/forage, Amber-hulled, Optimum, Rainfed, Mid, NAF",-,"April 25, 2023","September 17, 2024"
,31,Barley,No Germplasm Type,TPP00140,Barley NAF ICARDA TPP00140,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 1: Full,-,Barley ICARDA BP00062,Food And Feed,Barley,-,Barley NAF MS00261,"Barley, Food/feed, Amber-hulless, Semi arid/arid, Rainfed, Early, NAF",-,"April 25, 2023","September 17, 2024"
,29,Barley,No Germplasm Type,TPP00139,Barley SA ICARDA TPP00139,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 2: Early and Late Testing,-,Barley ICARDA BP00061,"Feed And Forage, Favorable",Barley,-,Barley SA MS00260,"Barley, Feed/forage, Amber-hulled, Optimum, Rainfed, Early, SA",-,"April 25, 2023","December 05, 2025"
,33,Barley,No Germplasm Type,TPP00142,Barley SA ICARDA TPP00142,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 2: Early and Late Testing,-,Barley ICARDA BP00062,Food And Feed,Barley,-,Barley SA MS00263,"Barley, Food/feed, Amber-hulless, Semi arid/arid, Rainfed, Mid, SA",-,"April 25, 2023","June 18, 2025"
,37,Barley,No Germplasm Type,TPP00146,Barley SA ICARDA TPP00146,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 2: Early and Late Testing,-,Barley ICARDA BP00063,Malt And Feed,Barley,-,Barley SA MS00267,"Barley, Malting/feed, Amber-hulled, Optimum, Rainfed, Early, SA",-,"April 25, 2023","June 18, 2025"
,25,Barley,No Germplasm Type,TPP00135,Barley WA ICARDA TPP00135,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 1: Full,-,Barley ICARDA BP00060,"Feed, Semi-Arid",Barley,-,Barley WA MS00256,"Barley, Feed, Amber-hulled, Semi arid/arid, Rainfed, Early, November-July, WA",-,"April 25, 2023","June 18, 2025"
,28,Barley,No Germplasm Type,TPP00138,Barley WA ICARDA TPP00138,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 1: Full,-,Barley ICARDA BP00061,"Feed And Forage, Favorable",Barley,-,Barley WA MS00259,"Barley, Feed/forage, Amber-hulled, Optimum, Rainfed, Mid, WA",-,"April 25, 2023","June 18, 2025"
,38,Barley,No Germplasm Type,TPP00147,Barley WA ICARDA TPP00147,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 2: Early and Late Testing,-,Barley ICARDA BP00063,Malt And Feed,Barley,-,Barley WA MS00268,"Barley, Malting/feed, Amber-hulled, Optimum, Rainfed/Irrigated, Mid, WA",-,"April 25, 2023","June 20, 2025"
,30,Barley,No Germplasm Type,TPP00315,Barley WA ICARDA TPP00315,-,ICARDA,Miguel Sanchez-Garcia,Funded,CGIAR,Category 1: Full,-,Barley ICARDA BP00061,"Feed And Forage, Favorable",Barley,-,Barley WA MS00259,"Feed And Forage Barley For Favorable Regions, WA",-,"March 14, 2024","June 18, 2025"
,46,Beans,No Germplasm Type,TPP00440,Beans CAF CIAT TPP00440,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 4: Late Testing,-,Beans CIAT BP00230,Medium-large red mottled bush beans,Beans,-,Beans CAF MS00759,Medium-large red mottled bush CAF,-,"August 22, 2024","October 30, 2025"
,49,Beans,No Germplasm Type,TPP00441,Beans CAF CIAT TPP00441,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 4: Late Testing,-,Beans CIAT BP00231,Medium-large red bush beans,Beans,-,Beans CAF MS00761,Medium-large red bush CAF,-,"August 22, 2024","October 30, 2025"
,41,Beans,No Germplasm Type,TPP00444,Beans CAF CIAT TPP00444,-,CIAT,Wilson Nkhata,Funded,CGIAR,Category 4: Late Testing,-,Beans CIAT BP00012,Medium-large sugar speckled bush beans,Beans,-,Beans CAF MS00764,"Medium - large sugar-speckled, bush CAF",-,"August 22, 2024","April 12, 2026"
,55,Beans,No Germplasm Type,TPP00445,Beans CAF CIAT TPP00445,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00257,Small red bush beans,Beans,-,Beans CAF MS00765,Small red bush CAF,-,"August 22, 2024","November 17, 2025"
,47,Beans,No Germplasm Type,TPP00038,Beans EAF CIAT TPP00038,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00230,Medium-large red mottled bush beans,Beans,-,Beans EAF MS00481,Medium-large red mottled bush EAF,-,"April 25, 2023","September 02, 2025"
,44,Beans,No Germplasm Type,TPP00042,Beans EAF CIAT TPP00042,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00013,Climbing beans,Beans,-,Beans EAF MS00498,"Climbing Red mottled Large sized; Medium sized, EAF",-,"April 25, 2023","December 02, 2025"
,42,Beans,No Germplasm Type,TPP00340,Beans EAF CIAT TPP00340,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 2: Early and Late Testing,-,Beans CIAT BP00013,Climbing beans,Beans,-,Beans EAF MS00499,Climbing EAF Red Large sized; Medium sized,-,"April 19, 2024","December 02, 2025"
,43,Beans,No Germplasm Type,TPP00341,Beans EAF CIAT TPP00341,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 2: Early and Late Testing,-,Beans CIAT BP00013,Climbing beans,Beans,-,Beans EAF MS00502,"Climbing Speckled Large sized; Medium sized, EAF",-,"April 19, 2024","December 02, 2025"
,51,Beans,No Germplasm Type,TPP00342,Beans EAF CIAT TPP00342,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00231,Medium-large red bush beans,Beans,-,Beans EAF MS00482,Medium-large red bush EAF,-,"April 19, 2024","March 07, 2025"
,52,Beans,No Germplasm Type,TPP00343,Beans EAF CIAT TPP00343,-,CIAT,Teshale Assefa Mamo,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00232,Medium-large yellow bush beans,Beans,-,Beans EAF MS00485,Medium-large yellow bush EAF,-,"April 19, 2024","December 02, 2025"
,39,Beans,No Germplasm Type,TPP00344,Beans EAF CIAT TPP00344,-,CIAT,Wilson Nkhata,Funded,CGIAR,Category 2: Early and Late Testing,-,Beans CIAT BP00012,Medium-large sugar speckled bush beans,Beans,-,Beans EAF MS00492,"Medium - large sugar-speckled, bush EAF",-,"April 19, 2024","November 17, 2025"
,53,Beans,No Germplasm Type,TPP00345,Beans EAF CIAT TPP00345,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00257,Small red bush beans,Beans,-,Beans EAF MS00491,Small red bush EAF,-,"April 19, 2024","December 05, 2025"
,45,Beans,No Germplasm Type,TPP00356,Beans LAC CIAT TPP00356,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00014,Small black bush beans,Beans,-,Beans LAC MS00546,Small bush black LAC,-,"April 22, 2024","November 17, 2025"
,54,Beans,No Germplasm Type,TPP00358,Beans LAC CIAT TPP00358,-,CIAT,Jennifer Wilker,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00257,Small red bush beans,Beans,-,Beans LAC MS00549,Small red bush LAC,-,"April 22, 2024","December 05, 2025"
,48,Beans,No Germplasm Type,TPP00039,Beans SAF CIAT TPP00039,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 2: Early and Late Testing,-,Beans CIAT BP00230,Medium-large red mottled bush beans,Beans,-,Beans SAF MS00524,Medium-large red mottled bush SAF,-,"April 25, 2023","April 07, 2026"
,50,Beans,No Germplasm Type,TPP00351,Beans SAF CIAT TPP00351,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 2: Early and Late Testing,-,Beans CIAT BP00231,Medium-large red bush beans,Beans,-,Beans SAF MS00526,Medium-large red bush SAF,-,"April 19, 2024","April 08, 2026"
,40,Beans,No Germplasm Type,TPP00353,Beans SAF CIAT TPP00353,-,CIAT,Clare Mukankusi Tekla Mugisha,Funded,CGIAR,Category 1: Full,-,Beans CIAT BP00012,Medium-large sugar speckled bush beans,Beans,-,Beans SAF MS00532,Medium-large sugar speckled bush SAF,-,"April 19, 2024","September 02, 2025"
,70,Cassava,No Germplasm Type,TPP00052,Cassava CAF CIAT TPP00052,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 2: Early and Late Testing,-,Cassava Sweet CIAT BP00217,Fresh market cassava (wfRGS; global),1CG,-,Cassava CAF MS00886,Improving fresh root yield while maintaining cooking time ≤15 minutes and cyanide ≤60 ppm. Additional market-differentiating traits include resistance to CMD and CBSD.,-,"April 25, 2023","October 21, 2025"
,56,Cassava,No Germplasm Type,TPP00058,Cassava CAF CIAT TPP00058,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 2: Early and Late Testing,-,Cassava CIAT BP00218,Processing cassava (wfRGS; global),1CG,-,Cassava CAF MS01067,"Cassava with high and stable starch yield, erect plant architecture, and resistance to CMD and CBSD as market-differentiating traits.",-,"April 25, 2023","October 21, 2025"
,66,Cassava,No Germplasm Type,TPP00335,Cassava CAF IITA TPP00335,-,IITA,Mouritala Sikirou,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00256,White Cassava for Fresh Market CAF,Standard,-,Cassava CAF MS00886,Fresh white cassava roots for cooking CAF,-,"April 08, 2024","October 13, 2025"
,67,Cassava,No Germplasm Type,TPP00600,Cassava CAF IITA TPP00600,-,IITA,Mouritala Sikirou,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00258,White Cassava for Processing CAF,Standard,-,Cassava CAF MS01066,-,-,"September 25, 2024","October 13, 2025"
,63,Cassava,No Germplasm Type,TPP00601,Cassava CAF IITA TPP00601,-,IITA,Mouritala Sikirou,Funded,CGIAR,Category 4: Late Testing,-,Cassava IITA BP00120,White Cassava for Industry WAF,Industrial,-,Cassava CAF MS01067,-,-,"September 25, 2024","September 22, 2025"
,3,Cassava,No Germplasm Type,TPP00479,Cassava CIV CNRA TPP00479,-,CNRA,Dibi Konan,Funded,National,-,-,-,-,-,-,Cassava WAF MS00880,-,-,"September 02, 2024","October 28, 2025"
,4,Cassava,No Germplasm Type,TPP00480,Cassava CIV CNRA TPP00480,-,CNRA,Dibi Konan,Funded,National,-,-,-,-,-,-,Cassava WAF MS01065,-,-,"September 02, 2024","October 28, 2025"
,5,Cassava,No Germplasm Type,TPP00481,Cassava CIV CNRA TPP00481,-,CNRA,Dibi Konan,Funded,National,-,-,-,-,-,-,Cassava WAF MS00884,-,-,"September 02, 2024","October 28, 2025"
,8,Cassava,No Germplasm Type,TPP00487,Cassava COD INERA (DRC) TPP00487,-,INERA (DRC),Tony Bakelana Zeyimo,Funded,National,-,-,-,-,-,-,Cassava CAF MS00886,-,-,"September 02, 2024","October 28, 2025"
,71,Cassava,No Germplasm Type,TPP00053,Cassava EAF CIAT TPP00053,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 2: Early and Late Testing,-,Cassava Sweet CIAT BP00217,Fresh market cassava (wfRGS; global),1CG,-,Cassava EAF MS00890,Improving fresh root yield while maintaining cooking time ≤15 minutes and cyanide ≤60 ppm. Additional market-differentiating traits include resistance to CMD and CBSD.,-,"April 25, 2023","October 21, 2025"
,57,Cassava,No Germplasm Type,TPP00059,Cassava EAF CIAT TPP00059,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 2: Early and Late Testing,-,Cassava CIAT BP00218,Processing cassava (wfRGS; global),1CG,-,Cassava EAF MS00893,"Cassava with high and stable starch yield, erect plant architecture, and resistance to CMD and CBSD as market-differentiating traits.",-,"April 25, 2023","October 21, 2025"
,64,Cassava,No Germplasm Type,TPP00336,Cassava EAF IITA TPP00336,-,IITA,Ismail Siraj Kayondo,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00254,White Cassava for Fresh Market EAF,Standard,-,Cassava EAF MS00890,Fresh white cassava roots for cooking EAF,-,"April 08, 2024","October 13, 2025"
,68,Cassava,No Germplasm Type,TPP00449,Cassava EAF IITA TPP00449,-,IITA,Ismail Siraj Kayondo,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00259,White Cassava for Processing EAF,Standard,-,Cassava EAF MS00892,-,-,"August 26, 2024","October 13, 2025"
,6,Cassava,No Germplasm Type,TPP00483,Cassava GHA CSIR-CRI TPP00483,-,CSIR-CRI,Ruth Naa Ashiokai Prempeh,Funded,National,-,-,-,-,-,-,Cassava WAF MS00884,-,-,"September 02, 2024","October 28, 2025"
,7,Cassava,No Germplasm Type,TPP00485,Cassava GHA CSIR-CRI TPP00485,-,CSIR-CRI,Ruth Naa Ashiokai Prempeh,Funded,National,-,-,-,-,-,-,Cassava WAF MS00880,-,-,"September 02, 2024","October 28, 2025"
,1,Cassava,No Germplasm Type,TPP00472,Cassava NGA NRCRI TPP00472,-,NRCRI,Chiedozie Egesi,Funded,National,-,-,-,-,-,-,Cassava WAF MS00880,-,-,"August 30, 2024","September 02, 2024"
,2,Cassava,No Germplasm Type,TPP00478,Cassava NGA NRCRI TPP00478,-,NRCRI,Lydia Ezenwaka,Funded,National,-,-,-,-,-,-,Cassava WAF MS00884,-,-,"August 31, 2024","October 28, 2025"
,59,Cassava,No Germplasm Type,TPP00062,Cassava SA CIAT TPP00062,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 4: Late Testing,-,Cassava CIAT BP00218,Processing cassava (wfRGS; global),1CG,-,Cassava SA MS00903,"Cassava with high and stable starch yield, erect plant architecture, and resistance to CMD and CBSD as market-differentiating traits.",-,"April 25, 2023","October 21, 2025"
,72,Cassava,No Germplasm Type,TPP00054,Cassava SAF CIAT TPP00054,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 2: Early and Late Testing,-,Cassava Sweet CIAT BP00217,Fresh market cassava (wfRGS; global),1CG,-,Cassava SAF MS00894,Improving fresh root yield while maintaining cooking time ≤15 minutes and cyanide ≤60 ppm. Additional market-differentiating traits,-,"April 25, 2023","October 21, 2025"
,65,Cassava,No Germplasm Type,TPP00337,Cassava SAF IITA TPP00337,-,IITA,Elizabeth Parkes,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00255,White Cassava for Fresh Market SAF,Standard,-,Cassava SAF MS00894,Fresh white cassava roots for cooking SAF,-,"April 09, 2024","October 13, 2025"
,69,Cassava,No Germplasm Type,TPP00610,Cassava SAF IITA TPP00610,-,IITA,Elizabeth Parkes,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00260,White Cassava for Processing SAF,Standard,-,Cassava SAF MS01069,White cassava roots for processing SAF,-,"September 26, 2024","October 13, 2025"
,58,Cassava,No Germplasm Type,TPP00061,Cassava SEA CIAT TPP00061,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 1: Full,-,Cassava CIAT BP00218,Processing cassava (wfRGS; global),1CG,-,Cassava SEA MS00909,"Cassava with high and stable starch yield, erect plant architecture, and resistance to CMD and CBSD as market-differentiating traits.",-,"April 25, 2023","October 21, 2025"
,61,Cassava,No Germplasm Type,TPP00291,Cassava WAF IITA TPP00291,-,IITA,Ismail Rabbi,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00118,White Cassava for Fresh Market WAF,Standard,-,Cassava WAF MS00880,"Fresh white roots, WAF",-,"April 25, 2023","September 26, 2024"
,62,Cassava,No Germplasm Type,TPP00296,Cassava WAF IITA TPP00296,-,IITA,Ismail Rabbi,Funded,CGIAR,Category 2: Early and Late Testing,-,Cassava IITA BP00120,White Cassava for Industry WAF,Industrial,-,Cassava WAF MS00884,"Industry white cassava, WAF",-,"April 25, 2023","February 10, 2026"
,60,Cassava,No Germplasm Type,TPP00599,Cassava WAF IITA TPP00599,-,IITA,Ismail Rabbi,Funded,CGIAR,Category 1: Full,-,Cassava IITA BP00117,White Cassava for Processing WAF,Standard,-,Cassava WAF MS01065,-,-,"September 25, 2024","September 25, 2024"
,73,Cassava,Waxy,TPP00064,Cassava Waxy LAC CIAT TPP00064,-,CIAT,Sean Fenstemaker,Funded,CGIAR,Category 1: Full,-,Cassava Waxy CIAT BP00021,Low amylose cassava for industry (LAC),Specialty starch (CIAT),-,Cassava Waxy LAC MS00902,"Cassava with low amylose starch, high and stable dry matter content, high yield, and an erect plant type, without resistance to CMD and/or CBSD. Targeting MS00902.",-,"April 25, 2023","October 21, 2025"
,75,Chickpea,Desi,TPP00665,Chickpea Desi EAF ICRISAT TPP00665,-,ICRISAT,Tulu Defugu,Funded,CGIAR,Category 1: Full,-,Chickpea Desi ICRISAT BP00200,Chickpea Breeding Pipeline 1 (Desi type) for ESA,Chickpea breeding ESA,-,Chickpea Desi EAF MS00981,"Late maturing, Large seeded, nutrient-dense (protein, Zinc and Iron), biotic and abiotic stress tolerant desi chickpea for flour, whole grain both green and dry, and split dhal, Shiro",25000,"October 25, 2024","January 30, 2025"
,74,Chickpea,Desi,TPP00663,Chickpea Desi SAF ICRISAT TPP00663,-,ICRISAT,Tulu Defugu,Funded,CGIAR,Category 1: Full,-,Chickpea Desi ICRISAT BP00200,Chickpea Breeding Pipeline 1 (Desi type) for ESA,Chickpea breeding ESA,-,Chickpea Desi SAF MS00995,"Early maturing, Large seeded, nutrient-dense (protein, Zinc and Iron), biotic and abiotic stress tolerant desi chickpea for flour, whole grain both green and dry, and split dhal, Shiro",25000,"October 25, 2024","January 30, 2025"
,76,Chickpea,Kabuli,TPP00902,Chickpea Kabuli CA ICARDA TPP00902,-,ICARDA,Aladdin Hamwieh,Funded,CGIAR,Category 2: Early and Late Testing,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli CA MS01252,This is a clone of TPP00174 (Chickpea Kabuli WA ICARDA TPP00174),-,"September 01, 2025","September 01, 2025"
,77,Chickpea,Kabuli,TPP00171,Chickpea Kabuli EAF ICARDA TPP00171,-,ICARDA,Tawffiq Istanbuli,Funded,CGIAR,Category 2: Early and Late Testing,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli EAF MS00032,"Large Seeded Kabuli Chickpea Winter rainfed; early to medium, EAF",-,"April 25, 2023","October 27, 2025"
,83,Chickpea,Kabuli,TPP00666,Chickpea Kabuli EAF ICRISAT TPP00666,-,ICRISAT,Tulu Defugu,Funded,CGIAR,Category 1: Full,-,Chickpea Kabuli ICRISAT BP00197,Chickpea Breeding Pipeline 2 (kabuli type) for ESA,Chickpea Breeding ESA,-,Chickpea Kabuli EAF MS00980,"Late maturing, Large and extra-large seeded, nutrient-dense (protein, Zinc and Iron), biotic and abiotic stress tolerant kabuli chickpea for salads, hummus, Shiro, curries, snacks (kollo)",25000,"October 25, 2024","January 30, 2025"
,78,Chickpea,Kabuli,TPP00172,Chickpea Kabuli NAF ICARDA TPP00172,-,ICARDA,Aladdin Hamwieh,Funded,CGIAR,Category 4: Late Testing,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli NAF MS00033,"Large Seeded Winter Kabuli Chickpea irrigated; early, NAF",-,"April 25, 2023","October 27, 2025"
,79,Chickpea,Kabuli,TPP00173,Chickpea Kabuli NAF ICARDA TPP00173,-,ICARDA,Aladdin Hamwieh,Funded,CGIAR,Category 2: Early and Late Testing,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli NAF MS00034,"Extra Large Seeded Winter Kabuli Chickpea rainfed; long season, NAF",-,"April 25, 2023","June 26, 2025"
,81,Chickpea,Kabuli,TPP00175,Chickpea Kabuli NAF ICARDA TPP00175,-,ICARDA,Aladdin Hamwieh,Funded,CGIAR,Category 2: Early and Late Testing,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli NAF MS00036,"Large Seeded Kabuli Chickpea Spring rainfed; early, NAF",-,"April 25, 2023","October 27, 2025"
,84,Chickpea,Kabuli,TPP00667,Chickpea Kabuli SAF ICRISAT TPP00667,-,ICRISAT,Tulu Defugu,Funded,CGIAR,Category 1: Full,-,Chickpea Kabuli ICRISAT BP00197,Chickpea Breeding Pipeline 2 (kabuli type) for ESA,Chickpea Breeding ESA,-,Chickpea Kabuli SAF MS00994,"Early maturing, Large-seeded, nutrient-dense (protein, Zinc and Iron), biotic and abiotic stress tolerant kabuli chickpea for salads, hummus, Shiro, curries, snacks (kollo)",25000,"October 25, 2024","January 30, 2025"
,80,Chickpea,Kabuli,TPP00174,Chickpea Kabuli WA ICARDA TPP00174,-,ICARDA,Aladdin Hamwieh,Funded,CGIAR,Category 1: Full,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli WA MS00035,"Extra Large Seeded Winter Kabuli Chickpea rainfed; long season, WA",-,"April 25, 2023","June 26, 2025"
,82,Chickpea,Kabuli,TPP00176,Chickpea Kabuli WA ICARDA TPP00176,-,ICARDA,Aladdin Hamwieh,Funded,CGIAR,Category 4: Late Testing,-,Chickpea Kabuli ICARDA BP00078,Rainfed Winter,Chickpea,-,Chickpea Kabuli WA MS00037,"Large Seeded Spring Kabuli Chickpea Spring rainfed; early, WA",-,"April 25, 2023","October 27, 2025"
,87,Cowpea,No Germplasm Type,TPP00183,Cowpea CAF IITA TPP00183,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 4: Late Testing,-,Cowpea IITA BP00084,Short duration boiled grain and dual-purpose cowpea,Cowpea,-,Cowpea CAF MS01226,Short duration white cowpea for boiled grain in Central Africa,-,"April 25, 2023","September 25, 2025"
,90,Cowpea,No Germplasm Type,TPP00189,Cowpea CAF IITA TPP00189,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 4: Late Testing,-,Cowpea IITA BP00085,Medium duration boiled grain and dual purpose cowpea,Cowpea,-,Cowpea CAF MS01223,Medium duration white cowpea for dual-purpose in Central Africa,-,"April 25, 2023","September 25, 2025"
,96,Cowpea,No Germplasm Type,TPP00931,Cowpea CAF IITA TPP00931,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 4: Late Testing,-,Cowpea IITA BP00261,Short duration home-made flour cowpea,Cowpea,-,Cowpea CAF MS01227,Short duration white cowpea for homemade flour in Central Africa,-,"September 05, 2025","October 15, 2025"
,86,Cowpea,No Germplasm Type,TPP00182,Cowpea WAF IITA TPP00182,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 1: Full,-,Cowpea IITA BP00084,Short duration boiled grain and dual-purpose cowpea,Cowpea,-,Cowpea WAF MS01225,Short duration white cowpea for boiled grain in West Africa,-,"April 25, 2023","September 25, 2025"
,88,Cowpea,No Germplasm Type,TPP00185,Cowpea WAF IITA TPP00185,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 1: Full,-,Cowpea IITA BP00084,Short duration boiled grain and dual-purpose cowpea,Cowpea,-,Cowpea WAF MS01232,Short duration brown cowpea for boiled grain in West Africa,-,"April 25, 2023","September 25, 2025"
,89,Cowpea,No Germplasm Type,TPP00188,Cowpea WAF IITA TPP00188,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 1: Full,-,Cowpea IITA BP00085,Medium duration boiled grain and dual purpose cowpea,Cowpea,-,Cowpea WAF MS01222,Medium duration white cowpea for dual-purpose in West Africa,-,"April 25, 2023","September 25, 2025"
,91,Cowpea,No Germplasm Type,TPP00192,Cowpea WAF IITA TPP00192,-,IITA,Boukar Ousmane,Funded,CGIAR,Category 1: Full,-,Cowpea IITA BP00085,Medium duration boiled grain and dual purpose cowpea,Cowpea,-,Cowpea WAF MS01230,Medium duration brown cowpea for dual-purpose in West Africa,-,"April 25, 2023","September 25, 2025"
